id,name,original_title,original_language,overview,genres,status,popularity,adult,vote_average,vote_count,release_date
1645,"Holy Matrimony","Holy Matrimony",en,"A young Hutterite boy must marry his late brother's wife who comes from outside the community.","[{""id"":35,""name"":""Comedy""},{""id"":80,""name"":""Crime""}]",Released,5.475,,5.2,50,1994-04-08
1646,"Peas at 5:30","Erbsen auf halb 6",de,"It all starts with a bang. The car breaks through the crash barrier and falls off the bridge. The lights go out. After that, he is not able to see anymore. His optic nerve is severed, from now on the young stage-director Jakob is blind. His life will change and nothing will ever be the same. Jakob cannot handle the idea of never being able to see again and screams at the only woman who is able and willing to help him, Lily. A rehabilitation teacher, she helps the blind deal with the darkness. Lily has been living with it since birth, she too is blind.","[{""id"":18,""name"":""Drama""}]",Released,2.31,,6.6,28,2004-03-04
1647,"Reign Over Me","Reign Over Me",en,"A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.","[{""id"":18,""name"":""Drama""}]",Released,12.717,,7.202,1051,2007-03-22
1648,"10 Items or Less","10 Items or Less",en,"An actor who is considering the role of a supermarket manager arrives at a grocery store on the outskirts of Los Angeles to do some field research. He subsequently becomes stranded, without a car or cell phone, and accepts a ride home with Scarlet, a cashier who is about to interview for a new job. The actor rediscovers the essence of his craft while helping Scarlet gain the confidence she needs to change her life.","[{""id"":35,""name"":""Comedy""},{""id"":18,""name"":""Drama""}]",Released,10.535,,6.215,247,2006-09-11
1649,"Oh Marbella!","Oh Marbella!",en,"Marbella, the original Costa del Sol paradise for the rich and famous and for those wishing they were.","[{""id"":35,""name"":""Comedy""},{""id"":80,""name"":""Crime""}]",Released,3.622,,3.3,3,2003-01-01
1650,Sicko,Sicko,en,"A documentary about the corrupt health care system in The United States who's main goal is to make profit even if it means losing people’s lives. ""The more people you deny health insurance the more money we make"" is the business model for health care providers in America.","[{""id"":99,""name"":""Documentary""},{""id"":35,""name"":""Comedy""},{""id"":18,""name"":""Drama""}]",Released,11.904,,7.345,698,2007-05-18
1651,"Saving Grace","Saving Grace",en,"Unexpectedly widowed, prim and proper housewife Grace Trevethyn finds herself in dire financial straits when she inherits massive debts her late husband had been accruing for years. Faced with losing her house, she decides to use her talent for horticulture and hatches a plan to grow potent marijuana which can be sold at an astronomical price, thus solving her financial crisis.","[{""id"":80,""name"":""Crime""},{""id"":35,""name"":""Comedy""}]",Released,9.418,,6.527,411,2000-01-24
1652,"The Lark Farm","La masseria delle allodole",it,"The Lark Farm is set in a small Turkish town in 1915. It deals with the genocide of Armenians, looking closely at the fortunes, or rather, misfortunes of one wealthy Armenian family.","[{""id"":36,""name"":""History""},{""id"":18,""name"":""Drama""}]",Released,6.707,,6.1,23,2007-01-01
1653,Westworld,Westworld,en,"Delos is a futuristic amusement park that features themed worlds—ancient Rome, Medieval times and the Old West—populated by human-like androids. After two patrons have a run-in with a menacing gunslinger in West World, the androids at Delos all begin to malfunction, causing havoc throughout the park.","[{""id"":12,""name"":""Adventure""},{""id"":878,""name"":""Science Fiction""},{""id"":37,""name"":""Western""}]",Released,14.575,,6.776,1278,1973-08-15
1654,"The Cousins","Les Cousins",fr,"Young provincial Charles arrives in Paris to stay with his cousin Paul while studying law. Paul is a decadent, bohemian pleasure-seeker who shows the meek, diligent Charles the thrills of city life. When Charles falls for Florence, one of Paul's acquaintances, relationships begin to shift.","[{""id"":18,""name"":""Drama""}]",Released,7.724,,6.7,87,1959-03-11
1655,Topaz,Topaz,en,"Copenhagen, Denmark, 1962. When a high-ranking Soviet official decides to change sides, a French intelligence agent is caught up in a cold, silent and bloody spy war in which his own family will play a decisive role.","[{""id"":18,""name"":""Drama""},{""id"":53,""name"":""Thriller""}]",Released,11.177,,6.024,375,1969-12-17
